অংথা	ꯑꯪꯊꯥ
লিয়ানজলাল	ꯂꯤꯌꯥꯟꯖꯂꯥꯜ
লিয়ানজলালনা	ꯂꯤꯌꯥꯟꯖꯂꯥꯜꯅꯥ
লিয়ানমিনথাংনা	ꯂꯤꯌꯥꯟꯃꯤꯟꯊꯥꯡꯅꯥ
লীলাশিং	ꯂꯤꯂꯥꯁꯤꯡ
লীলাশিংদা	ꯂꯤꯂꯥꯁꯤꯡꯗꯥ
লুংচোং	ꯂꯨꯡꯆꯣꯡ
লুংথান	ꯂꯨꯡꯊꯥꯟ
লুংফাবৌ	ꯂꯨꯡꯐꯥꯕꯧ
লুংশাং	ꯂꯨꯡꯁꯥꯡ
লুংহর	ꯂꯨꯡꯍꯔ
লুংহার	ꯂꯨꯡꯍꯥꯔ
লুংহারনা	ꯂꯨꯡꯍꯥꯔꯅꯥ
লুইখাম	ꯂꯨꯢꯈꯥꯃ
লুইখামনা	ꯂꯨꯢꯈꯥꯃꯅꯥ
লুইথুইনা	ꯂꯨꯢꯊꯨꯢꯅꯥ
লুকরাক	ꯂꯨꯛꯔꯥꯛ
লুকের	ꯂꯨꯀꯦꯔ
লুকোই	ꯂꯨꯀꯣꯢ
লুকোইনা	ꯂꯨꯀꯣꯢꯅꯥ
লুকোয়	ꯂꯨꯀꯣꯢ
লুক্থদুনা	ꯂꯨꯛꯊꯗꯨꯅꯥ
লুক্থরগা	ꯂꯨꯛꯊꯔꯒꯥ
লুক্রাক	ꯂꯨꯀ꯭ꯔꯥꯛ
লুক্রাক্না	ꯂꯨꯀ꯭ꯔꯥꯛꯅꯥ
লুক্রাম	ꯂꯨꯀ꯭ꯔꯥꯝ
লুখোই	ꯂꯨꯈꯣꯢ
লুখোইগা	ꯂꯨꯈꯣꯢꯒꯥ
লুজ	ꯂꯨꯖ
লুতসাইখান	ꯂꯨꯇꯁꯥꯢꯈꯥꯟ
লুদিয়ানা	ꯂꯨꯗꯤꯌꯥꯅꯥ
লুদো	ꯂꯨꯗꯣ
লুধিয়ানা	ꯂꯨꯙꯤꯌꯥꯅꯥ
লুন	ꯂꯨꯟ
লুন্নর	ꯂꯨꯟꯅꯔ
লুমদিং	ꯂꯨꯝꯗꯤꯡ
লুমদিংদা	ꯂꯨꯝꯗꯤꯡꯗꯥ
লুরিন	ꯂꯨꯔꯤꯟ
লুরিনজোতি	ꯂꯨꯔꯤꯟꯖꯣꯇꯤ
লুরিনয্যোতি	ꯂꯨꯔꯤꯟꯖ꯭ꯌꯣꯇꯤ
লুশম	ꯂꯨꯁꯝ
লুশম্	ꯂꯨꯁꯝ
লুশম্দা	ꯂꯨꯁꯝꯗꯥ
লুৱাংদিমাই	ꯂꯨꯋꯥꯡꯗꯤꯃꯥꯢ
লুৱাংপোকপা	ꯂꯨꯋꯥꯡꯄꯣꯀꯄꯥ
লুৱাংশংবম	ꯂꯨꯋꯥꯡꯁꯪꯕꯝ
লুৱাংশংবমগী	ꯂꯨꯋꯥꯡꯁꯪꯕꯝꯒꯤ
লুৱাংশংবমদা	ꯂꯨꯋꯥꯡꯁꯪꯕꯝꯗꯥ
লুৱাংশংবমনা	ꯂꯨꯋꯥꯡꯁꯪꯕꯝꯅꯥ
লেঙ্গুএজ	ꯂꯦꯡꯒꯨꯑꯦꯖ
লেঙ্গুএজগী	ꯂꯦꯡꯒꯨꯑꯦꯖꯒꯤ
লেঙ্গুএজবু	ꯂꯦꯡꯒꯨꯑꯦꯖꯕꯨ
লেঙ্গুয়েজ	ꯂꯦꯡꯒꯨꯌꯦꯖ
লেঙ্গোইজ	ꯂꯦꯡꯒꯣꯢꯖ
লেঙ্গোইজতা	ꯂꯦꯡꯒꯣꯢꯖꯇꯥ
লেঙ্গোইজশিংবু	ꯂꯦꯡꯒꯣꯢꯖꯁꯤꯡꯕꯨ
লেজিষ্টলেটর	ꯂꯦꯖꯤꯁ꯭ꯇꯂꯦꯇꯔ
লেজিষ্টলেটিব	ꯂꯦꯖꯤꯁ꯭ꯇꯂꯦꯇꯤꯕ
লেজিসলেচর	ꯂꯦꯖꯤꯁꯂꯦꯆꯔ
লেজিসলেচরগী	ꯂꯦꯖꯤꯁꯂꯦꯆꯔꯒꯤ
লেজিসলেচরশিংনা	ꯂꯦꯖꯤꯁꯂꯦꯆꯔꯁꯤꯡꯅꯥ
লেজিসলেটিব	ꯂꯦꯖꯤꯁꯂꯦꯇꯤꯕ
লেজিসলেতর	ꯂꯦꯖꯤꯁꯂꯦꯇꯔ
লেজিসলেতিব	ꯂꯦꯖꯤꯁꯂꯦꯇꯤꯕ
লেজিসলেতিভ	ꯂꯦꯖꯤꯁꯂꯦꯇꯤꯚ
লেজিয়ন	ꯂꯦꯖꯤꯌꯟ
লেট	ꯂꯦꯠ
লেটখোগীন	ꯂꯦꯠꯈꯣꯒꯤꯟ
লেটপাউ	ꯂꯦꯠꯄꯥꯎ
লেটপাউনা	ꯂꯦꯠꯄꯥꯎꯅꯥ
লেটপাও	ꯂꯦꯠꯄꯥꯎ
লেটর	ꯂꯦꯇꯔ
লেটরেরি	ꯂꯦꯇꯔꯦꯔꯤ
লেটরেল	ꯂꯦꯇꯔꯦꯜ
লেটস	ꯂꯦꯇꯁ
লেট্টর	ꯂꯦꯠꯇꯔ
লেট্টরগী	ꯂꯦꯠꯇꯔꯒꯤ
লেতখোগিন	ꯂꯦꯇꯈꯣꯒꯤꯟ
লেতপাউ	ꯂꯦꯇꯄꯥꯎ
লেতপাউনা	ꯂꯦꯇꯄꯥꯎꯅꯥ
লেতরশিং	ꯂꯦꯇꯔꯁꯤꯡ
লেথোট	ꯂꯦꯊꯣꯠ
লেথোদ	ꯂꯦꯊꯣꯗ
লেদ	ꯂꯦꯗ
লেদর	ꯂꯦꯗꯔ
লেদি	ꯂꯦꯗꯤ
লেনতর্নশিং	ꯂꯦꯟꯇꯔ꯭ꯅꯁꯤꯡ
লেনস্কেপ	ꯂꯦꯅꯁꯀꯦꯞ
লেনিন	ꯂꯦꯅꯤꯟ
লেনিনগী	ꯂꯦꯅꯤꯟꯒꯤ
লেনিননা	ꯂꯦꯅꯤꯟꯅꯥ
লেনিনিষ্ট	ꯂꯦꯅꯤꯅꯤꯁ꯭ꯇ
লেন্দ	ꯂꯦꯟ꯭ꯗ
লেন্দগী	ꯂꯦꯟ꯭ꯗꯒꯤ
লেন্দদা	ꯂꯦꯟ꯭ꯗꯗꯥ
লেন্দনচিংবা	ꯂꯦꯟꯗꯟꯆꯤꯡꯕꯥ
লেন্দমাইন	ꯂꯦꯟ꯭ꯗꯃꯥꯢꯟ
লেন্দরাইটস	ꯂꯦꯟ꯭ꯗꯔꯥꯢꯇꯁ
লেন্দশিং	ꯂꯦꯟ꯭ꯗꯁꯤꯡ
লেন্দশিংগী	ꯂꯦꯟ꯭ꯗꯁꯤꯡꯒꯤ
লেন্দশিংবু	ꯂꯦꯟ꯭ꯗꯁꯤꯡꯕꯨ
লেন্দস	ꯂꯦꯟ꯭ꯗꯁ
লেন্দস্কেপ	ꯂꯦꯟ꯭ꯗꯁ꯭ꯀꯦꯞ
লেন্দস্লাইট	ꯂꯦꯟ꯭ꯗꯁ꯭ꯂꯥꯢꯇ
লেন্দস্লাইদ	ꯂꯦꯟ꯭ꯗꯁ꯭ꯂꯥꯢꯗ
লেন্দস্লাইদনচিংবসু	ꯂꯦꯟ꯭ꯗꯁ꯭ꯂꯥꯢꯗꯅꯆꯤꯡꯕꯁꯨ
লেন্দা	ꯂꯦꯟꯗꯥ
লেন্দিং	ꯂꯦꯟꯗꯤꯡ
লেন্স	ꯂꯦꯟ꯭ꯁ
লেপচা	ꯂꯦꯄꯆꯥ
লেপচানা	ꯂꯦꯞꯆꯥꯅꯥ
লেপটোপ	ꯂꯦꯞꯇꯣꯞ
লেপটোপশিং	ꯂꯦꯞꯇꯣꯞꯁꯤꯡ
লেপস	ꯂꯦꯞꯁ
লেপ্টনেন্ট	ꯂꯦꯞꯇꯅꯦꯟ꯭ꯇ
লেপ্তুন	ꯂꯦꯞꯇꯨꯟ
লেফ	ꯂꯦꯐ
লেফট	ꯂꯦꯐꯇ
লেফটনেন্ট	ꯂꯦꯐꯇꯅꯦꯟ꯭ꯇ
লেফটিনেন্ট	ꯂꯦꯐꯇꯤꯅꯦꯟ꯭ꯇ
লেফটৱিং	ꯂꯦꯐꯇꯋꯤꯡ
লেফ্ট	ꯂꯦꯐꯇ
লেফ্টনেন্ট	ꯂꯦꯐꯇꯅꯦꯟ꯭ꯇ
লেব	ꯂꯦꯕ
লেবকা	ꯂꯦꯕꯀꯥ
লেবননদগীনি	ꯂꯦꯕꯅꯟꯗꯒꯤꯅꯤ
লেবনা	ꯂꯦꯕꯅꯥ
লেবপু	ꯂꯦꯕꯄꯨ
লেবর	ꯂꯦꯕꯔ
লেবরগী	ꯂꯦꯕꯔꯒꯤ
লেবরর	ꯂꯦꯕꯔꯔ
লেবরশিংগী	ꯂꯦꯕꯔꯁꯤꯡꯒꯤ
লেবশিংনা	ꯂꯦꯕꯁꯤꯡꯅꯥ
লেবেল	ꯂꯦꯕꯦꯜ
লেবেলগী	ꯂꯦꯕꯦꯜꯒꯤ
লেবেলদগী	ꯂꯦꯕꯦꯜꯗꯒꯤ
লেবেলদা	ꯂꯦꯕꯦꯜꯗꯥ
লেবেলিং	ꯂꯦꯕꯦꯂꯤꯡ
লেবোংদা	ꯂꯦꯕꯣꯡꯗꯥ
লেবোরেটরি	ꯂꯦꯕꯣꯔꯦꯇꯔꯤ
লেবোরেটরিগী	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯒꯤ
লেবোরেটরিদগী	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯗꯒꯤ
লেবোরেটরিদা	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯗꯥ
লেবোরেটরিনা	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯅꯥ
লেবোরেটরিশিংগা	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯁꯤꯡꯒꯥ
লেবোরেটরিশিংদা	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯁꯤꯡꯗꯥ
লেবোরেটরিশিংবু	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯁꯤꯡꯕꯨ
লেবোরেটোরি	ꯂꯦꯕꯣꯔꯦꯇꯣꯔꯤ
লেবোরেটোরিগা	ꯂꯦꯕꯣꯔꯦꯇꯣꯔꯤꯒꯥ
লেবোরেটোরিগী	ꯂꯦꯕꯣꯔꯦꯇꯣꯔꯤꯒꯤ
লেবোরেটোরিজ	ꯂꯦꯕꯣꯔꯦꯇꯣꯔꯤꯖ
লেবোরেটোরিদা	ꯂꯦꯕꯣꯔꯦꯇꯣꯔꯤꯗꯥ
লেবোরেটোরিশিংগা	ꯂꯦꯕꯣꯔꯦꯇꯣꯔꯤꯁꯤꯡꯒꯥ
লেবোরেটোরিশিংদা	ꯂꯦꯕꯣꯔꯦꯇꯣꯔꯤꯁꯤꯡꯗꯥ
লেবোরেটোরিশিংনা	ꯂꯦꯕꯣꯔꯦꯇꯣꯔꯤꯁꯤꯡꯅꯥ
লেবোরেতরি	ꯂꯦꯕꯣꯔꯦꯇꯔꯤ
লেবোরেতরিগী	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯒꯤ
লেবোরেতরিজ	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯖ
লেবোরেতরিদগী	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯗꯒꯤ
লেবোরেতরিদা	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯗꯥ
লেবোরেতরিশিং	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯁꯤꯡ
লেবোরেতরিশিংদা	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯁꯤꯡꯗꯥ
লেবোরেতরিশিংনা	ꯂꯦꯕꯣꯔꯦꯇꯔꯤꯁꯤꯡꯅꯥ
লেভেল	ꯂꯦꯚꯦꯜ
লেভেলগী	ꯂꯦꯚꯦꯜꯒꯤ
লেভেলদগী	ꯂꯦꯚꯦꯜꯗꯒꯤ
লেভেলদা	ꯂꯦꯚꯦꯜꯗꯥ
লেম্প	ꯂꯦꯝ꯭ꯄ
লেম্পশিং	ꯂꯦꯝ꯭ꯄꯁꯤꯡ
লেম্বুচেরাদা	ꯂꯦꯝꯕꯨꯆꯦꯔꯥꯗꯥ
লেলাকেল	ꯂꯦꯂꯥꯀꯦꯜ
লেল্লিঙসিসু	ꯂꯦꯜꯂꯤꯡꯁꯤꯁꯨ
লেস	ꯂꯦꯁ
লেসন	ꯂꯦꯁꯟ
লেহ	ꯂꯦꯍ
লেহগী	ꯂꯦꯍꯒꯤ
লেহদগী	ꯂꯦꯍꯗꯒꯤ
লেহদা	ꯂꯦꯍꯗꯥ
লেৎখোগীন	ꯂꯦꯠꯈꯣꯒꯤꯟ
লেয়ননা	ꯂꯦꯌꯅꯅꯥ
লেয়েনগা	ꯂꯦꯌꯦꯟꯒꯥ
লৈকল্লুপকী	ꯂꯩꯀꯜꯂꯨꯄꯀꯤ
লৈকল্লুপনা	ꯂꯩꯀꯜꯂꯨꯄꯅꯥ
লৈকা	ꯂꯩꯀꯥ
লৈকিনথবী	ꯂꯩꯀꯤꯟꯊꯕꯤ
লৈকিনথবীদা	ꯂꯩꯀꯤꯟꯊꯕꯤꯗꯥ
লৈকিলথবীদা	ꯂꯩꯀꯤꯜꯊꯕꯤꯗꯥ
লৈকয়দা	ꯂꯩꯀꯌꯗꯥ
লৈখিলো	ꯂꯩꯈꯤꯂꯣ
লৈঙাংপোকপী	ꯂꯩꯉꯥꯡꯄꯣꯛꯄꯤ
লৈঙাংপোকপীদগী	ꯂꯩꯉꯥꯡꯄꯣꯛꯄꯤꯗꯒꯤ
লৈঙাংপোকপীদা	ꯂꯩꯉꯥꯡꯄꯣꯛꯄꯤꯗꯥ
লৈতানথেম	ꯂꯩꯇꯥꯟꯊꯦꯝ
লৈতানপোক	ꯂꯩꯇꯥꯟꯄꯣꯛ
লৈতানপোকপী	ꯂꯩꯇꯥꯟꯄꯣꯛꯄꯤ
লৈতান্থেম	ꯂꯩꯇꯥꯟꯊꯦꯝ
লৈতায়্	ꯂꯩꯇꯥꯢ
লৈনবপিংদা	ꯂꯩꯅꯕꯄꯤꯡꯗꯥ
লৈনুলৈমগা	ꯂꯩꯅꯨꯂꯩꯃꯒꯥ
লৈনুলৈমগী	ꯂꯩꯅꯨꯂꯩꯃꯒꯤ
লৈনুলৈমদা	ꯂꯩꯅꯨꯂꯩꯃꯗꯥ
লৈনুলৈমনা	ꯂꯩꯅꯨꯂꯩꯃꯅꯥ
লৈনুলৈমনি	ꯂꯩꯅꯨꯂꯩꯃꯅꯤ
লৈনুলৈমা	ꯂꯩꯅꯨꯂꯩꯃꯥ
লৈবাকঙাকপা	ꯂꯩꯕꯥꯛꯉꯥꯛꯄꯥ
লৈমখোং	ꯂꯩꯃꯈꯣꯡ
লৈমখোংদা	ꯂꯩꯃꯈꯣꯡꯗꯥ
লৈমগা	ꯂꯩꯃꯒꯥ
লৈমগী	ꯂꯩꯃꯒꯤ
লৈমতোম্বীগী	ꯂꯩꯃꯇꯣꯝꯕꯤꯒꯤ
লৈমতোম্বীনা	ꯂꯩꯃꯇꯣꯝꯕꯤꯅꯥ
লৈমতোম্বীবু	ꯂꯩꯃꯇꯣꯝꯕꯤꯕꯨ
লৈমদা	ꯂꯩꯃꯗꯥ
লৈমদু	ꯂꯩꯃꯗꯨ
লৈমদুনা	ꯂꯩꯃꯗꯨꯅꯥ
লৈমদুসু	ꯂꯩꯃꯗꯨꯁꯨ
লৈমনা	ꯂꯩꯃꯅꯥ
লৈমনি	ꯂꯩꯃꯅꯤ
লৈমপোকপম	ꯂꯩꯃꯄꯣꯛꯐꯝ
লৈমপোকপমদা	ꯂꯩꯃꯄꯣꯛꯐꯝꯗꯥ
লৈমশীজগী	ꯂꯩꯃꯁꯤꯖꯒꯤ
লৈমশীজগীসু	ꯂꯩꯃꯁꯤꯖꯒꯤꯁꯨ
লৈমাখোং	ꯂꯩꯃꯥꯈꯣꯡ
লৈমাপোকপম	ꯂꯩꯃꯥꯄꯣꯛꯐꯝ
লৈমাপোকপমনা	ꯂꯩꯃꯥꯄꯣꯛꯐꯝꯅꯥ
লৈমাপোকপা	ꯂꯩꯃꯥꯄꯣꯛꯄꯥ
লৈরাংবী	ꯂꯩꯔꯥꯡꯕꯤ
লৈরাংবীগা	ꯂꯩꯔꯥꯡꯕꯤꯒꯥ
লৈরাংবীগী	ꯂꯩꯔꯥꯡꯕꯤꯒꯤ
লৈরাংবীনা	ꯂꯩꯔꯥꯡꯕꯤꯅꯥ
লৈরিকমচা	ꯂꯩꯔꯤꯛꯃꯆꯥ
লৈরিক্পা	ꯂꯩꯔꯤꯛꯄꯥ
লৈরিক্পানা	ꯂꯩꯔꯤꯛꯄꯥꯅꯥ
লৈরিক্পাবু	ꯂꯩꯔꯤꯛꯄꯥꯕꯨ
লৈরিক্পাবুনি	ꯂꯩꯔꯤꯛꯄꯥꯕꯨꯅꯤ
লৈরিক্মমা	ꯂꯩꯔꯤꯛꯃꯃꯥ
লৈরিক্মা	ꯂꯩꯔꯤꯛꯃꯥ
লৈরিক্মানা	ꯂꯩꯔꯤꯛꯃꯥꯅꯥ
লৈরোংথেল	ꯂꯩꯔꯣꯡꯊꯦꯜ
লৈলকায়	ꯂꯩꯂꯀꯥꯢ
লৈলকায়দগী	ꯂꯩꯂꯀꯥꯢꯗꯒꯤ
লৈশাংথেম	ꯂꯩꯁꯥꯡꯊꯦꯝ
লৈশাংথেমদগী	ꯂꯩꯁꯥꯡꯊꯦꯝꯗꯒꯤ
লৈশাংথেমনা	ꯂꯩꯁꯥꯡꯊꯦꯝꯅꯥ
লৈশাংবম	ꯂꯩꯁꯥꯡꯕꯝ
লৈশিও	ꯂꯩꯁꯤꯎ
লৈশিওনা	ꯂꯩꯁꯤꯎꯅꯥ
লৈশেম্বদা	ꯂꯩꯁꯦꯝꯕꯗꯥ
লৈশেম্বনসু	ꯂꯩꯁꯦꯝꯕꯟꯁꯨ
লৈশেম্বনা	ꯂꯩꯁꯦꯝꯕꯅꯥ
লৈশেম্বম	ꯂꯩꯁꯦꯝꯕꯝ
লৈশেম্বা	ꯂꯩꯁꯦꯝꯕꯥ
লৈসিও	ꯂꯩꯁꯤꯑꯣ
লোংখুলি	ꯂꯣꯡꯈꯨꯂꯤ
লোংখোন	ꯂꯣꯡꯈꯣꯟ
লোংখোন্	ꯂꯣꯡꯈꯣꯟ
লোংখোন্দুনা	ꯂꯣꯡꯈꯣꯟꯗꯨꯅꯥ
লোংখোন্বী	ꯂꯣꯡꯈꯣꯟꯕꯤ
লোংগেৱালা	ꯂꯣꯡꯒꯦꯋꯥꯂꯥ
লোংগেৱালাদা	ꯂꯣꯡꯒꯦꯋꯥꯂꯥꯗꯥ
লোংচাই	ꯂꯣꯡꯆꯥꯢ
লোংজম	ꯂꯣꯡꯖꯝ
লোংজাং	ꯂꯣꯡꯖꯥꯡ
লোংজাংদা	ꯂꯣꯡꯖꯥꯡꯗꯥ
লোংদিং	ꯂꯣꯡꯗꯤꯡ
লোংমাই	ꯂꯣꯡꯃꯥꯢ
লোংমাইদা	ꯂꯣꯡꯃꯥꯢꯗꯥ
লোংমাইনা	ꯂꯣꯡꯃꯥꯢꯅꯥ
লোংলেং	ꯂꯣꯡꯂꯦꯡ
লোংলেংদা	ꯂꯣꯡꯂꯦꯡꯗꯥ
লোংলেনদগীনি	ꯂꯣꯡꯂꯦꯟꯗꯒꯤꯅꯤ
লোংসাই	ꯂꯣꯡꯁꯥꯢ
লোংয়ো	ꯂꯣꯡꯌꯣ
লোইট	ꯂꯣꯢꯇ
লোইতাং	ꯂꯣꯢꯇꯥꯡ
লোইতাংখুনৌ	ꯂꯣꯢꯇꯥꯡꯈꯨꯅꯧ
লোইতোংবম	ꯂꯣꯢꯇꯣꯡꯕꯝ
লোইতোংবমনা	ꯂꯣꯢꯇꯣꯡꯕꯝꯅꯥ
লোইদ	ꯂꯣꯢꯗ
লোইনশিনলোন	ꯂꯣꯢꯟꯁꯤꯟꯂꯣꯟ
লোইনশিল্লোন	ꯂꯣꯢꯟꯁꯤꯜꯂꯣꯟ
লোকআউট	ꯂꯣꯛꯑꯥꯎꯇ
লোকচাউ	ꯂꯣꯛꯆꯥꯎ
লোকচাউদগী	ꯂꯣꯛꯆꯥꯎꯗꯒꯤ
লোকচাও	ꯂꯣꯛꯆꯥꯎ
লোকচাওদা	ꯂꯣꯛꯆꯥꯎꯗꯥ
লোকতন্ত্র	ꯂꯣꯛꯇꯟꯇ꯭ꯔ
লোকতাক	ꯂꯣꯛꯇꯥꯛ
লোকদাউগী	ꯂꯣꯀꯗꯥꯎꯒꯤ
লোকদাউন	ꯂꯣꯛꯗꯥꯎꯟ
লোকদাউনগী	ꯂꯣꯛꯗꯥꯎꯟꯒꯤ
লোকদাউনবু	ꯂꯣꯛꯗꯥꯎꯟꯕꯨ
লোকদাউনশিং	ꯂꯣꯛꯗꯥꯎꯟꯁꯤꯡ
লোকদাউন্দ	ꯂꯣꯛꯗꯥꯎꯟꯗ
লোকদাউন্দগা	ꯂꯣꯛꯗꯥꯎꯟꯗꯒꯥ
লোকদাউন্দগী	ꯂꯣꯛꯗꯥꯎꯟꯗꯒꯤ
লোকদাউন্দনা	ꯂꯣꯛꯗꯥꯎꯟꯗꯅꯥ
লোকদাউন্না	ꯂꯣꯛꯗꯥꯎꯟꯅꯥ
লোকনায়ক	ꯂꯣꯛꯅꯥꯢꯛ
লোকপাল	ꯂꯣꯀꯄꯥꯜ
লোকলাউবুংগী	ꯂꯣꯀꯂꯥꯎꯕꯨꯡꯒꯤ
লোকলাউবুংদা	ꯂꯣꯀꯂꯥꯎꯕꯨꯡꯗꯥ
লোকসভা	ꯂꯣꯀꯁꯚꯥ
লোকসভাগী	ꯂꯣꯀꯁꯚꯥꯒꯤ
লোকসভাদা	ꯂꯣꯀꯁꯚꯥꯗꯥ
লোকেদ্রো	ꯂꯣꯀꯦꯗ꯭ꯔꯣ
লোকেন	ꯂꯣꯀꯦꯟ
লোকেনগী	ꯂꯣꯀꯦꯟꯒꯤ
লোকেনদগী	ꯂꯣꯀꯦꯟꯗꯒꯤ
লোকেননা	ꯂꯣꯀꯦꯟꯅꯥ
লোকেনবু	ꯂꯣꯀꯦꯟꯕꯨ
লোকেন্দর	ꯂꯣꯀꯦꯟꯗꯔ
লোকেন্দ্র	ꯂꯣꯀꯦꯟꯗ꯭ꯔ
লোকেন্দ্রনা	ꯂꯣꯀꯦꯟꯗ꯭ꯔꯅꯥ
লোকেন্দ্রা	ꯂꯣꯀꯦꯟꯗ꯭ꯔꯥ
লোকেন্দ্রো	ꯂꯣꯀꯦꯟꯗ꯭ꯔꯣ
লোকেন্দ্রোনচিংবা	ꯂꯣꯀꯦꯟꯗ꯭ꯔꯣꯅꯆꯤꯡꯕꯥ
লোকেন্না	ꯂꯣꯀꯦꯟꯅꯥ
লোকেল	ꯂꯣꯀꯦꯜ
লোকেলগী	ꯂꯣꯀꯦꯜꯒꯤ
লোকেলদগী	ꯂꯣꯀꯦꯜꯗꯒꯤ
লোকেলদা	ꯂꯣꯀꯦꯜꯗꯥ
লোকেলনা	ꯂꯣꯀꯦꯜꯅꯥ
লোকেলাইজেসন	ꯂꯣꯀꯦꯂꯥꯢꯖꯦꯁꯟ
লোকেশ্বর	ꯂꯣꯀꯦꯁ꯭ꯋꯔ
লোকেশ্বরগী	ꯂꯣꯀꯦꯁ꯭ꯋꯔꯒꯤ
লোকেশ্বরনা	ꯂꯣꯀꯦꯁ꯭ꯋꯔꯅꯥ
লোকেশ্বরসু	ꯂꯣꯀꯦꯁ꯭ꯋꯔꯁꯨ
লোকেশ্বোর	ꯂꯣꯀꯦꯁ꯭ꯋꯣꯔ
লোকেশ্বোরনা	ꯂꯣꯀꯦꯁ꯭ꯋꯣꯔꯅꯥ
লোকেসনশিং	ꯂꯣꯀꯦꯁꯟꯁꯤꯡ
লোক্কর	ꯂꯣꯛꯀꯔ
লোক্করদা	ꯂꯣꯛꯀꯔꯗꯥ
লোক্তাক	ꯂꯣꯛꯇꯥꯛ
লোক্তাকপাৎ	ꯂꯣꯛꯇꯥꯛꯄꯥꯠ
লোক্তাক্	ꯂꯣꯛꯇꯥꯛ
লোক্তাক্কী	ꯂꯣꯛꯇꯥꯛꯀꯤ
লোগী	ꯂꯣꯒꯤ
লোগেল	ꯂꯣꯒꯦꯜ
লোগো	ꯂꯣꯒꯣ
লোগোসু	ꯂꯣꯒꯣꯁꯨ
লোজ	ꯂꯣꯖ
লোজিষ্টিক	ꯂꯣꯖꯤꯁꯇꯤꯛ
লোজিষ্টিক্স	ꯂꯣꯖꯤꯁꯇꯤꯛ꯭ꯁ
লোজিস্তিক	ꯂꯣꯖꯤꯁꯇꯤꯛ
লোজিস্তিক্সকী	ꯂꯣꯖꯤꯁꯇꯤꯛ꯭ꯁꯀꯤ
লোঞ্চ	ꯂꯣꯟ꯭ꯆ
লোঞ্চর	ꯂꯣꯟꯆꯔ
লোঞ্চরনি	ꯂꯣꯟꯆꯔꯅꯤ
লোঞ্চিং	ꯂꯣꯟꯆꯤꯡ
লোদ	ꯂꯣꯗ
লোনখিগনি	ꯂꯣꯟꯈꯤꯒꯅꯤ
লোনা	ꯂꯣꯅꯥ
লোনিশিংনা	ꯂꯣꯅꯤꯁꯤꯡꯅꯥ
লোন্নাদা	ꯂꯣꯟꯅꯥꯗꯥ
লোপেজ	ꯂꯣꯄꯦꯖ
লোপ্রিয়া	ꯂꯣꯄ꯭ꯔꯤꯌꯥ
লোফভেনগা	ꯂꯣꯐꯚꯦꯟꯒꯥ
লোবু	ꯂꯣꯕꯨ
লোভলিনা	ꯂꯣꯚꯂꯤꯅꯥ
লোমাই	ꯂꯣꯃꯥꯢ
লোমেকর	ꯂꯣꯃꯦꯀꯔ
লোমেকরশিংদা	ꯂꯣꯃꯦꯀꯔꯁꯤꯡꯗꯥ
লোর	ꯂꯣꯔ
লোরহো	ꯂꯣꯔꯍꯣ
লোর্দ	ꯂꯣꯔ꯭ꯗ
লোর্দকী	ꯂꯣꯔ꯭ꯗꯀꯤ
লোস	ꯂꯣꯁ
লোসি	ꯂꯣꯁꯤ
লোহ	ꯂꯣꯍ
লোহা	ꯂꯣꯍꯥ
লোহাপুরস	ꯂꯣꯍꯥꯄꯨꯔꯁ
লোহিট	ꯂꯣꯍꯤꯇ
লোহোৱালদা	ꯂꯣꯍꯣꯋꯥꯜꯗꯥ
লোাকেল	ꯂꯣꯀꯦꯜ
লৌকেল	ꯂꯧꯀꯦꯜ
লৌক্রাকপম	ꯂꯧꯀ꯭ꯔꯥꯛꯄꯝ
লৌঞ্চ	ꯂꯧꯟ꯭ꯆ
লৌতাই	ꯂꯧꯇꯥꯢ
লৌশিগাম	ꯂꯧꯁꯤꯒꯥꯝ
লৌশিগাম্	ꯂꯧꯁꯤꯒꯥꯝ
লৱার	ꯂꯋꯥꯢ
শংখুরৈমগী	ꯁꯪꯈꯨꯔꯩꯃꯒꯤ
শংখুরৈমনা	ꯁꯪꯈꯨꯔꯩꯃꯅꯥ
শংলাকপম	ꯁꯪꯂꯥꯛꯄꯝ
শওম্বুং	ꯁꯑꯣꯝꯕꯨꯡ
শওম্বুংগী	ꯁꯑꯣꯝꯕꯨꯡꯒꯤ
শওম্বুংদা	ꯁꯑꯣꯝꯕꯨꯡꯗꯥ
শওম্বুংবু	ꯁꯑꯣꯝꯕꯨꯡꯕꯨ
শকশৎ	ꯁꯛꯁꯠ
শকসেনানা	ꯁꯛꯁꯦꯅꯥꯅꯥ
